,player_id,game_id,this_half,stat_type,stat_value,actual_play
23210,davik003,TOR201604230,4_0,AB,1,64(1)3/GDP.2-3
23209,davik003,TOR201604230,4_0,PA,1,64(1)3/GDP.2-3
23208,davik003,TOR201604230,4_0,LOB,2,64(1)3/GDP.2-3
23207,davik003,TOR201604230,4_0,RLSP,1,64(1)3/GDP.2-3
23206,crisc001,TOR201604230,4_0,AB,1,S7/G.3-H
23205,crisc001,TOR201604230,4_0,PA,1,S7/G.3-H
23204,crisc001,TOR201604230,4_0,H,1,S7/G.3-H
23203,lowrj001,TOR201604230,4_0,R,1,S7/G.3-H
23202,crisc001,TOR201604230,4_0,RBI,1,S7/G.3-H
23201,semim001,TOR201604230,4_0,AB,1,8/F
23200,semim001,TOR201604230,4_0,PA,1,8/F
23199,semim001,TOR201604230,4_0,LOB,1,8/F
23198,semim001,TOR201604230,4_0,RLSP,0,8/F
23197,pillk001,TOR201604230,4_1,AB,1,63/G
23196,pillk001,TOR201604230,4_1,PA,1,63/G
23195,pillk001,TOR201604230,4_1,LOB,0,63/G
23194,pillk001,TOR201604230,4_1,RLSP,0,63/G
23193,carre001,TOR201604230,4_1,AB,1,S9/L
23192,carre001,TOR201604230,4_1,PA,1,S9/L
23191,carre001,TOR201604230,4_1,H,1,S9/L
23190,carre001,TOR201604230,4_1,SB,1,SB2
23189,donaj001,TOR201604230,4_1,AB,1,5/L
23188,donaj001,TOR201604230,4_1,PA,1,5/L
23187,donaj001,TOR201604230,4_1,LOB,1,5/L
23186,donaj001,TOR201604230,4_1,RLSP,1,5/L
23185,bautj002,TOR201604230,4_1,PA,1,W
23184,bautj002,TOR201604230,4_1,W,1,W
23183,encae001,TOR201604230,4_1,AB,1,K
23182,encae001,TOR201604230,4_1,K,1,K
23181,encae001,TOR201604230,4_1,PA,1,K
23180,encae001,TOR201604230,4_1,LOB,2,K
23179,encae001,TOR201604230,4_1,RLSP,1,K
23178,phegj001,TOR201604230,5_0,AB,1,31/G/MREV
23177,phegj001,TOR201604230,5_0,PA,1,31/G/MREV
23176,phegj001,TOR201604230,5_0,LOB,0,31/G/MREV
23175,phegj001,TOR201604230,5_0,RLSP,0,31/G/MREV
23174,coghc001,TOR201604230,5_0,AB,1,7/L
23173,coghc001,TOR201604230,5_0,PA,1,7/L
23172,coghc001,TOR201604230,5_0,LOB,0,7/L
23171,coghc001,TOR201604230,5_0,RLSP,0,7/L
23170,burnb002,TOR201604230,5_0,AB,1,4/L
23169,burnb002,TOR201604230,5_0,PA,1,4/L
23168,burnb002,TOR201604230,5_0,LOB,0,4/L
23167,burnb002,TOR201604230,5_0,RLSP,0,4/L
23166,tulot001,TOR201604230,5_1,AB,1,HR/78/F
23165,tulot001,TOR201604230,5_1,PA,1,HR/78/F
23164,tulot001,TOR201604230,5_1,H,1,HR/78/F
23163,tulot001,TOR201604230,5_1,HR,1,HR/78/F
23162,tulot001,TOR201604230,5_1,R,1,HR/78/F
23161,tulot001,TOR201604230,5_1,RBI,1,HR/78/F
23160,smoaj001,TOR201604230,5_1,AB,1,7/F
23159,smoaj001,TOR201604230,5_1,PA,1,7/F
23158,smoaj001,TOR201604230,5_1,LOB,0,7/F
23157,smoaj001,TOR201604230,5_1,RLSP,0,7/F
23156,martr004,TOR201604230,5_1,AB,1,K
23155,martr004,TOR201604230,5_1,K,1,K
23154,martr004,TOR201604230,5_1,PA,1,K
23153,martr004,TOR201604230,5_1,LOB,0,K
23152,martr004,TOR201604230,5_1,RLSP,0,K
23151,goinr001,TOR201604230,5_1,AB,1,K
23150,goinr001,TOR201604230,5_1,K,1,K
23149,goinr001,TOR201604230,5_1,PA,1,K
23148,goinr001,TOR201604230,5_1,LOB,0,K
23147,goinr001,TOR201604230,5_1,RLSP,0,K
23146,canhm001,TOR201604230,6_0,AB,1,43/G
23145,canhm001,TOR201604230,6_0,PA,1,43/G
23144,canhm001,TOR201604230,6_0,LOB,0,43/G
23143,canhm001,TOR201604230,6_0,RLSP,0,43/G
23142,lowrj001,TOR201604230,6_0,AB,1,9/L
23141,lowrj001,TOR201604230,6_0,PA,1,9/L
23140,lowrj001,TOR201604230,6_0,LOB,0,9/L
23139,lowrj001,TOR201604230,6_0,RLSP,0,9/L
23138,butlb003,TOR201604230,6_0,AB,1,8/F
23137,butlb003,TOR201604230,6_0,PA,1,8/F
23136,butlb003,TOR201604230,6_0,LOB,0,8/F
23135,butlb003,TOR201604230,6_0,RLSP,0,8/F
23134,pillk001,TOR201604230,6_1,AB,1,DGR/9/F
23133,pillk001,TOR201604230,6_1,PA,1,DGR/9/F
23132,pillk001,TOR201604230,6_1,H,1,DGR/9/F
23131,pillk001,TOR201604230,6_1,D,1,DGR/9/F
23130,carre001,TOR201604230,6_1,AB,1,43/G.2-3
23129,carre001,TOR201604230,6_1,PA,1,43/G.2-3
23128,carre001,TOR201604230,6_1,LOB,1,43/G.2-3
23127,carre001,TOR201604230,6_1,RLSP,1,43/G.2-3
23126,donaj001,TOR201604230,6_1,PA,1,HP
23125,donaj001,TOR201604230,6_1,HBP,1,HP
23124,bautj002,TOR201604230,6_1,SF,1,9/F/SF.3-H
23123,bautj002,TOR201604230,6_1,PA,1,9/F/SF.3-H
23122,pillk001,TOR201604230,6_1,R,1,9/F/SF.3-H
23121,bautj002,TOR201604230,6_1,RBI,1,9/F/SF.3-H
23120,encae001,TOR201604230,6_1,AB,1,54(1)/FO/G
23119,encae001,TOR201604230,6_1,PA,1,54(1)/FO/G
23118,encae001,TOR201604230,6_1,LOB,1,54(1)/FO/G
23117,encae001,TOR201604230,6_1,RLSP,0,54(1)/FO/G
23116,davik003,TOR201604230,7_0,PA,1,HP
23115,davik003,TOR201604230,7_0,HBP,1,HP
23114,crisc001,TOR201604230,7_0,PA,1,W.1-2
23113,crisc001,TOR201604230,7_0,W,1,W.1-2
23112,semim001,TOR201604230,7_0,AB,1,64(1)3/GDP.2-3
23111,semim001,TOR201604230,7_0,PA,1,64(1)3/GDP.2-3
23110,semim001,TOR201604230,7_0,LOB,2,64(1)3/GDP.2-3
23109,semim001,TOR201604230,7_0,RLSP,1,64(1)3/GDP.2-3
23108,phegj001,TOR201604230,7_0,AB,1,S7/G.3-H
23107,phegj001,TOR201604230,7_0,PA,1,S7/G.3-H
23106,phegj001,TOR201604230,7_0,H,1,S7/G.3-H
23105,davik003,TOR201604230,7_0,R,1,S7/G.3-H
23104,phegj001,TOR201604230,7_0,RBI,1,S7/G.3-H
23103,coghc001,TOR201604230,7_0,AB,1,5/BP
23102,coghc001,TOR201604230,7_0,PA,1,5/BP
23101,coghc001,TOR201604230,7_0,LOB,1,5/BP
23100,coghc001,TOR201604230,7_0,RLSP,0,5/BP
23099,tulot001,TOR201604230,7_1,AB,1,HR/8/F
23098,tulot001,TOR201604230,7_1,PA,1,HR/8/F
23097,tulot001,TOR201604230,7_1,H,1,HR/8/F
23096,tulot001,TOR201604230,7_1,HR,1,HR/8/F
23095,tulot001,TOR201604230,7_1,R,1,HR/8/F
23094,tulot001,TOR201604230,7_1,RBI,1,HR/8/F
23093,smoaj001,TOR201604230,7_1,AB,1,K
23092,smoaj001,TOR201604230,7_1,K,1,K
23091,smoaj001,TOR201604230,7_1,PA,1,K
23090,smoaj001,TOR201604230,7_1,LOB,0,K
23089,smoaj001,TOR201604230,7_1,RLSP,0,K
23088,martr004,TOR201604230,7_1,AB,1,K
23087,martr004,TOR201604230,7_1,K,1,K
23086,martr004,TOR201604230,7_1,PA,1,K
23085,martr004,TOR201604230,7_1,LOB,0,K
23084,martr004,TOR201604230,7_1,RLSP,0,K
23083,goinr001,TOR201604230,7_1,AB,1,K
23082,goinr001,TOR201604230,7_1,K,1,K
23081,goinr001,TOR201604230,7_1,PA,1,K
23080,goinr001,TOR201604230,7_1,LOB,0,K
23079,goinr001,TOR201604230,7_1,RLSP,0,K
23078,burnb002,TOR201604230,8_0,AB,1,K
23077,burnb002,TOR201604230,8_0,K,1,K
23076,burnb002,TOR201604230,8_0,PA,1,K
23075,burnb002,TOR201604230,8_0,LOB,0,K
23074,burnb002,TOR201604230,8_0,RLSP,0,K
23073,canhm001,TOR201604230,8_0,AB,1,K
23072,canhm001,TOR201604230,8_0,K,1,K
23071,canhm001,TOR201604230,8_0,PA,1,K
23070,canhm001,TOR201604230,8_0,LOB,0,K
23069,canhm001,TOR201604230,8_0,RLSP,0,K
23068,lowrj001,TOR201604230,8_0,AB,1,63/G
23067,lowrj001,TOR201604230,8_0,PA,1,63/G
23066,lowrj001,TOR201604230,8_0,LOB,0,63/G
23065,lowrj001,TOR201604230,8_0,RLSP,0,63/G
23064,pillk001,TOR201604230,8_1,AB,1,K
23063,pillk001,TOR201604230,8_1,K,1,K
23062,pillk001,TOR201604230,8_1,PA,1,K
23061,pillk001,TOR201604230,8_1,LOB,0,K
23060,pillk001,TOR201604230,8_1,RLSP,0,K
23059,carre001,TOR201604230,8_1,AB,1,S1/G.B-3(E1/TH)
23058,carre001,TOR201604230,8_1,PA,1,S1/G.B-3(E1/TH)
23057,carre001,TOR201604230,8_1,H,1,S1/G.B-3(E1/TH)
23056,donaj001,TOR201604230,8_1,AB,1,S8/G.3-H(UR)
23055,donaj001,TOR201604230,8_1,PA,1,S8/G.3-H(UR)
23054,donaj001,TOR201604230,8_1,H,1,S8/G.3-H(UR)
23053,,TOR201604230,8_1,R,1,S8/G.3-H(UR)
23052,donaj001,TOR201604230,8_1,RBI,1,S8/G.3-H(UR)
23051,bautj002,TOR201604230,8_1,AB,1,54(1)3/GDP
23050,bautj002,TOR201604230,8_1,PA,1,54(1)3/GDP
23049,bautj002,TOR201604230,8_1,LOB,1,54(1)3/GDP
23048,bautj002,TOR201604230,8_1,RLSP,0,54(1)3/GDP
23047,butlb003,TOR201604230,9_0,AB,1,43/G
23046,butlb003,TOR201604230,9_0,PA,1,43/G
23045,butlb003,TOR201604230,9_0,LOB,0,43/G
23044,butlb003,TOR201604230,9_0,RLSP,0,43/G
23043,davik003,TOR201604230,9_0,AB,1,7/L
23042,davik003,TOR201604230,9_0,PA,1,7/L
23041,davik003,TOR201604230,9_0,LOB,0,7/L
23040,davik003,TOR201604230,9_0,RLSP,0,7/L
23039,crisc001,TOR201604230,9_0,AB,1,53/G
23038,crisc001,TOR201604230,9_0,PA,1,53/G
23037,crisc001,TOR201604230,9_0,LOB,0,53/G
23036,crisc001,TOR201604230,9_0,RLSP,0,53/G
23035,burnb002,TOR201604240,1_0,AB,1,5/P
23034,burnb002,TOR201604240,1_0,PA,1,5/P
23033,burnb002,TOR201604240,1_0,LOB,0,5/P
23032,burnb002,TOR201604240,1_0,RLSP,0,5/P
23031,canhm001,TOR201604240,1_0,AB,1,K
23030,canhm001,TOR201604240,1_0,K,1,K
23029,canhm001,TOR201604240,1_0,PA,1,K
23028,canhm001,TOR201604240,1_0,LOB,0,K
23027,canhm001,TOR201604240,1_0,RLSP,0,K
23026,reddj001,TOR201604240,1_0,AB,1,S8/L
23025,reddj001,TOR201604240,1_0,PA,1,S8/L
23024,reddj001,TOR201604240,1_0,H,1,S8/L
23023,reddj001,TOR201604240,1_0,SB,1,SB2
23022,vogts001,TOR201604240,1_0,AB,1,63/G
23021,vogts001,TOR201604240,1_0,PA,1,63/G
23020,vogts001,TOR201604240,1_0,LOB,1,63/G
23019,vogts001,TOR201604240,1_0,RLSP,1,63/G
23018,carre001,TOR201604240,1_1,AB,1,S8/L+
23017,carre001,TOR201604240,1_1,PA,1,S8/L+
23016,carre001,TOR201604240,1_1,H,1,S8/L+
23015,donaj001,TOR201604240,1_1,AB,1,7/F
23014,donaj001,TOR201604240,1_1,PA,1,7/F
23013,donaj001,TOR201604240,1_1,LOB,1,7/F
23012,donaj001,TOR201604240,1_1,RLSP,0,7/F
23011,bautj002,TOR201604240,1_1,PA,1,W.1-2
23010,bautj002,TOR201604240,1_1,W,1,W.1-2
23009,encae001,TOR201604240,1_1,AB,1,8/F.2-3
23008,encae001,TOR201604240,1_1,PA,1,8/F.2-3
23007,encae001,TOR201604240,1_1,LOB,2,8/F.2-3
23006,encae001,TOR201604240,1_1,RLSP,1,8/F.2-3
23005,tulot001,TOR201604240,1_1,AB,1,K
23004,tulot001,TOR201604240,1_1,K,1,K
23003,tulot001,TOR201604240,1_1,PA,1,K
23002,tulot001,TOR201604240,1_1,LOB,2,K
23001,tulot001,TOR201604240,1_1,RLSP,1,K
23000,davik003,TOR201604240,2_0,AB,1,HR/89/F
22999,davik003,TOR201604240,2_0,PA,1,HR/89/F
22998,davik003,TOR201604240,2_0,H,1,HR/89/F
22997,davik003,TOR201604240,2_0,HR,1,HR/89/F
22996,davik003,TOR201604240,2_0,R,1,HR/89/F
22995,davik003,TOR201604240,2_0,RBI,1,HR/89/F
22994,coghc001,TOR201604240,2_0,AB,1,43/G
22993,coghc001,TOR201604240,2_0,PA,1,43/G
22992,coghc001,TOR201604240,2_0,LOB,0,43/G
22991,coghc001,TOR201604240,2_0,RLSP,0,43/G
22990,semim001,TOR201604240,2_0,AB,1,K
22989,semim001,TOR201604240,2_0,K,1,K
22988,semim001,TOR201604240,2_0,PA,1,K
22987,semim001,TOR201604240,2_0,LOB,0,K
22986,semim001,TOR201604240,2_0,RLSP,0,K
22985,alony001,TOR201604240,2_0,AB,1,S56/G
22984,alony001,TOR201604240,2_0,PA,1,S56/G
22983,alony001,TOR201604240,2_0,H,1,S56/G
22982,alony001,TOR201604240,2_0,CS,1,CS2(24)/MREV
22981,smoaj001,TOR201604240,2_1,AB,1,K
22980,smoaj001,TOR201604240,2_1,K,1,K
22979,smoaj001,TOR201604240,2_1,PA,1,K
22978,smoaj001,TOR201604240,2_1,LOB,0,K
22977,smoaj001,TOR201604240,2_1,RLSP,0,K
22976,pillk001,TOR201604240,2_1,AB,1,9/F-
22975,pillk001,TOR201604240,2_1,PA,1,9/F-
22974,pillk001,TOR201604240,2_1,LOB,0,9/F-
22973,pillk001,TOR201604240,2_1,RLSP,0,9/F-
22972,barnd001,TOR201604240,2_1,AB,1,S8/L
22971,barnd001,TOR201604240,2_1,PA,1,S8/L
22970,barnd001,TOR201604240,2_1,H,1,S8/L
22969,tholj001,TOR201604240,2_1,AB,1,43/G
22968,tholj001,TOR201604240,2_1,PA,1,43/G
22967,tholj001,TOR201604240,2_1,LOB,1,43/G
22966,tholj001,TOR201604240,2_1,RLSP,0,43/G
22965,ladet001,TOR201604240,3_0,AB,1,K
22964,ladet001,TOR201604240,3_0,K,1,K
22963,ladet001,TOR201604240,3_0,PA,1,K
22962,ladet001,TOR201604240,3_0,LOB,0,K
22961,ladet001,TOR201604240,3_0,RLSP,0,K
22960,burnb002,TOR201604240,3_0,AB,1,9/F
22959,burnb002,TOR201604240,3_0,PA,1,9/F
22958,burnb002,TOR201604240,3_0,LOB,0,9/F
22957,burnb002,TOR201604240,3_0,RLSP,0,9/F
22956,canhm001,TOR201604240,3_0,AB,1,K
22955,canhm001,TOR201604240,3_0,K,1,K
22954,canhm001,TOR201604240,3_0,PA,1,K
22953,canhm001,TOR201604240,3_0,LOB,0,K
22952,canhm001,TOR201604240,3_0,RLSP,0,K
22951,carre001,TOR201604240,3_1,AB,1,HR/89/F
22950,carre001,TOR201604240,3_1,PA,1,HR/89/F
22949,carre001,TOR201604240,3_1,H,1,HR/89/F
22948,carre001,TOR201604240,3_1,HR,1,HR/89/F
22947,carre001,TOR201604240,3_1,R,1,HR/89/F
22946,carre001,TOR201604240,3_1,RBI,1,HR/89/F
22945,donaj001,TOR201604240,3_1,AB,1,D7/L+
22944,donaj001,TOR201604240,3_1,PA,1,D7/L+
22943,donaj001,TOR201604240,3_1,H,1,D7/L+
22942,donaj001,TOR201604240,3_1,D,1,D7/L+
22941,bautj002,TOR201604240,3_1,AB,1,63/G
22940,bautj002,TOR201604240,3_1,PA,1,63/G
22939,bautj002,TOR201604240,3_1,LOB,1,63/G
22938,bautj002,TOR201604240,3_1,RLSP,1,63/G
22937,encae001,TOR201604240,3_1,AB,1,53/G
22936,encae001,TOR201604240,3_1,PA,1,53/G
22935,encae001,TOR201604240,3_1,LOB,1,53/G
22934,encae001,TOR201604240,3_1,RLSP,1,53/G
22933,tulot001,TOR201604240,3_1,PA,1,IW
22932,tulot001,TOR201604240,3_1,IW,1,IW
22931,tulot001,TOR201604240,3_1,W,1,IW
22930,smoaj001,TOR201604240,3_1,AB,1,S8/L-.2-H;1-2
22929,smoaj001,TOR201604240,3_1,PA,1,S8/L-.2-H;1-2
22928,smoaj001,TOR201604240,3_1,H,1,S8/L-.2-H;1-2
22927,donaj001,TOR201604240,3_1,R,1,S8/L-.2-H;1-2
22926,smoaj001,TOR201604240,3_1,RBI,1,S8/L-.2-H;1-2
22925,pillk001,TOR201604240,3_1,AB,1,S9/L.2-H;1-3
22924,pillk001,TOR201604240,3_1,PA,1,S9/L.2-H;1-3
22923,pillk001,TOR201604240,3_1,H,1,S9/L.2-H;1-3
22922,tulot001,TOR201604240,3_1,R,1,S9/L.2-H;1-3
22921,pillk001,TOR201604240,3_1,RBI,1,S9/L.2-H;1-3
22920,barnd001,TOR201604240,3_1,AB,1,S7/L.3-H;1-2
22919,barnd001,TOR201604240,3_1,PA,1,S7/L.3-H;1-2
22918,barnd001,TOR201604240,3_1,H,1,S7/L.3-H;1-2
22917,smoaj001,TOR201604240,3_1,R,1,S7/L.3-H;1-2
22916,barnd001,TOR201604240,3_1,RBI,1,S7/L.3-H;1-2
22915,tholj001,TOR201604240,3_1,AB,1,43/G
22914,tholj001,TOR201604240,3_1,PA,1,43/G
22913,tholj001,TOR201604240,3_1,LOB,2,43/G
22912,tholj001,TOR201604240,3_1,RLSP,1,43/G
22911,reddj001,TOR201604240,4_0,AB,1,8/F
22910,reddj001,TOR201604240,4_0,PA,1,8/F
22909,reddj001,TOR201604240,4_0,LOB,0,8/F
22908,reddj001,TOR201604240,4_0,RLSP,0,8/F
22907,vogts001,TOR201604240,4_0,AB,1,9/L
22906,vogts001,TOR201604240,4_0,PA,1,9/L
22905,vogts001,TOR201604240,4_0,LOB,0,9/L
22904,vogts001,TOR201604240,4_0,RLSP,0,9/L
22903,davik003,TOR201604240,4_0,PA,1,W
22902,davik003,TOR201604240,4_0,W,1,W
22901,coghc001,TOR201604240,4_0,PA,1,W.1-2
22900,coghc001,TOR201604240,4_0,W,1,W.1-2
22899,semim001,TOR201604240,4_0,AB,1,53/G
22898,semim001,TOR201604240,4_0,PA,1,53/G
22897,semim001,TOR201604240,4_0,LOB,2,53/G
22896,semim001,TOR201604240,4_0,RLSP,1,53/G
22895,carre001,TOR201604240,4_1,AB,1,4/P-
22894,carre001,TOR201604240,4_1,PA,1,4/P-
22893,carre001,TOR201604240,4_1,LOB,0,4/P-
22892,carre001,TOR201604240,4_1,RLSP,0,4/P-
22891,donaj001,TOR201604240,4_1,PA,1,W
22890,donaj001,TOR201604240,4_1,W,1,W
22889,bautj002,TOR201604240,4_1,AB,1,HR/78/L.1-H
22888,bautj002,TOR201604240,4_1,PA,1,HR/78/L.1-H
22887,bautj002,TOR201604240,4_1,H,1,HR/78/L.1-H
22886,bautj002,TOR201604240,4_1,HR,1,HR/78/L.1-H
22885,bautj002,TOR201604240,4_1,R,1,HR/78/L.1-H
22884,bautj002,TOR201604240,4_1,RBI,1,HR/78/L.1-H
22883,donaj001,TOR201604240,4_1,R,1,HR/78/L.1-H
22882,bautj002,TOR201604240,4_1,RBI,1,HR/78/L.1-H
22881,encae001,TOR201604240,4_1,PA,1,W
22880,encae001,TOR201604240,4_1,W,1,W
22879,tulot001,TOR201604240,4_1,AB,1,64(1)3/GDP
22878,tulot001,TOR201604240,4_1,PA,1,64(1)3/GDP
22877,tulot001,TOR201604240,4_1,LOB,1,64(1)3/GDP
22876,tulot001,TOR201604240,4_1,RLSP,0,64(1)3/GDP
22875,alony001,TOR201604240,5_0,PA,1,W
22874,alony001,TOR201604240,5_0,W,1,W
22873,ladet001,TOR201604240,5_0,AB,1,64(1)3/GDP
22872,ladet001,TOR201604240,5_0,PA,1,64(1)3/GDP
22871,ladet001,TOR201604240,5_0,LOB,1,64(1)3/GDP
22870,ladet001,TOR201604240,5_0,RLSP,0,64(1)3/GDP
22869,burnb002,TOR201604240,5_0,AB,1,2/P2F
22868,burnb002,TOR201604240,5_0,PA,1,2/P2F
22867,burnb002,TOR201604240,5_0,LOB,0,2/P2F
22866,burnb002,TOR201604240,5_0,RLSP,0,2/P2F
22865,smoaj001,TOR201604240,5_1,AB,1,8/F
22864,smoaj001,TOR201604240,5_1,PA,1,8/F
22863,smoaj001,TOR201604240,5_1,LOB,0,8/F
22862,smoaj001,TOR201604240,5_1,RLSP,0,8/F
22861,pillk001,TOR201604240,5_1,AB,1,D7/G
22860,pillk001,TOR201604240,5_1,PA,1,D7/G
22859,pillk001,TOR201604240,5_1,H,1,D7/G
22858,pillk001,TOR201604240,5_1,D,1,D7/G
22857,"46    pillk001
Name: 2B_before, dtype: object",TOR201604240,5_1,SB,1,K+SB3
22856,barnd001,TOR201604240,5_1,AB,1,K+SB3
22855,barnd001,TOR201604240,5_1,K,1,K+SB3
22854,barnd001,TOR201604240,5_1,PA,1,K+SB3
22853,barnd001,TOR201604240,5_1,LOB,1,K+SB3
22852,barnd001,TOR201604240,5_1,RLSP,1,K+SB3
22851,tholj001,TOR201604240,5_1,AB,1,7/F
22850,tholj001,TOR201604240,5_1,PA,1,7/F
22849,tholj001,TOR201604240,5_1,LOB,1,7/F
22848,tholj001,TOR201604240,5_1,RLSP,1,7/F
22847,canhm001,TOR201604240,6_0,AB,1,K
22846,canhm001,TOR201604240,6_0,K,1,K
22845,canhm001,TOR201604240,6_0,PA,1,K
22844,canhm001,TOR201604240,6_0,LOB,0,K
22843,canhm001,TOR201604240,6_0,RLSP,0,K
22842,reddj001,TOR201604240,6_0,AB,1,HR/89/L
22841,reddj001,TOR201604240,6_0,PA,1,HR/89/L
22840,reddj001,TOR201604240,6_0,H,1,HR/89/L
22839,reddj001,TOR201604240,6_0,HR,1,HR/89/L
22838,reddj001,TOR201604240,6_0,R,1,HR/89/L
22837,reddj001,TOR201604240,6_0,RBI,1,HR/89/L
22836,vogts001,TOR201604240,6_0,AB,1,43/G
22835,vogts001,TOR201604240,6_0,PA,1,43/G
22834,vogts001,TOR201604240,6_0,LOB,0,43/G
22833,vogts001,TOR201604240,6_0,RLSP,0,43/G
22832,davik003,TOR201604240,6_0,AB,1,K
22831,davik003,TOR201604240,6_0,K,1,K
22830,davik003,TOR201604240,6_0,PA,1,K
22829,davik003,TOR201604240,6_0,LOB,0,K
22828,davik003,TOR201604240,6_0,RLSP,0,K
22827,carre001,TOR201604240,6_1,AB,1,K
22826,carre001,TOR201604240,6_1,K,1,K
22825,carre001,TOR201604240,6_1,PA,1,K
22824,carre001,TOR201604240,6_1,LOB,0,K
22823,carre001,TOR201604240,6_1,RLSP,0,K
22822,donaj001,TOR201604240,6_1,AB,1,63/G
22821,donaj001,TOR201604240,6_1,PA,1,63/G
22820,donaj001,TOR201604240,6_1,LOB,0,63/G
22819,donaj001,TOR201604240,6_1,RLSP,0,63/G
22818,bautj002,TOR201604240,6_1,AB,1,3/P3F
22817,bautj002,TOR201604240,6_1,PA,1,3/P3F
22816,bautj002,TOR201604240,6_1,LOB,0,3/P3F
22815,bautj002,TOR201604240,6_1,RLSP,0,3/P3F
22814,coghc001,TOR201604240,7_0,AB,1,HR/9/F
22813,coghc001,TOR201604240,7_0,PA,1,HR/9/F
22812,coghc001,TOR201604240,7_0,H,1,HR/9/F
22811,coghc001,TOR201604240,7_0,HR,1,HR/9/F
22810,coghc001,TOR201604240,7_0,R,1,HR/9/F
22809,coghc001,TOR201604240,7_0,RBI,1,HR/9/F
22808,semim001,TOR201604240,7_0,AB,1,8/F
22807,semim001,TOR201604240,7_0,PA,1,8/F
22806,semim001,TOR201604240,7_0,LOB,0,8/F
22805,semim001,TOR201604240,7_0,RLSP,0,8/F
22804,alony001,TOR201604240,7_0,AB,1,9/F
22803,alony001,TOR201604240,7_0,PA,1,9/F
22802,alony001,TOR201604240,7_0,LOB,0,9/F
22801,alony001,TOR201604240,7_0,RLSP,0,9/F
22800,butlb003,TOR201604240,7_0,AB,1,63/G
22799,butlb003,TOR201604240,7_0,PA,1,63/G
22798,butlb003,TOR201604240,7_0,LOB,0,63/G
22797,butlb003,TOR201604240,7_0,RLSP,0,63/G
22796,encae001,TOR201604240,7_1,AB,1,D8/L+
22795,encae001,TOR201604240,7_1,PA,1,D8/L+
22794,encae001,TOR201604240,7_1,H,1,D8/L+
22793,encae001,TOR201604240,7_1,D,1,D8/L+
22792,tulot001,TOR201604240,7_1,AB,1,9/F
22791,tulot001,TOR201604240,7_1,PA,1,9/F
22790,tulot001,TOR201604240,7_1,LOB,1,9/F
22789,tulot001,TOR201604240,7_1,RLSP,1,9/F
22788,smoaj001,TOR201604240,7_1,AB,1,9/F.2-3
22787,smoaj001,TOR201604240,7_1,PA,1,9/F.2-3
22786,smoaj001,TOR201604240,7_1,LOB,1,9/F.2-3
22785,smoaj001,TOR201604240,7_1,RLSP,1,9/F.2-3
22784,pillk001,TOR201604240,7_1,AB,1,K
22783,pillk001,TOR201604240,7_1,K,1,K
22782,pillk001,TOR201604240,7_1,PA,1,K
22781,pillk001,TOR201604240,7_1,LOB,1,K
22780,pillk001,TOR201604240,7_1,RLSP,1,K
22779,burnb002,TOR201604240,8_0,AB,1,43/G-
22778,burnb002,TOR201604240,8_0,PA,1,43/G-
22777,burnb002,TOR201604240,8_0,LOB,0,43/G-
22776,burnb002,TOR201604240,8_0,RLSP,0,43/G-
22775,canhm001,TOR201604240,8_0,AB,1,K
22774,canhm001,TOR201604240,8_0,K,1,K
22773,canhm001,TOR201604240,8_0,PA,1,K
22772,canhm001,TOR201604240,8_0,LOB,0,K
22771,canhm001,TOR201604240,8_0,RLSP,0,K
22770,reddj001,TOR201604240,8_0,AB,1,3/G
22769,reddj001,TOR201604240,8_0,PA,1,3/G
22768,reddj001,TOR201604240,8_0,LOB,0,3/G
22767,reddj001,TOR201604240,8_0,RLSP,0,3/G
22766,barnd001,TOR201604240,8_1,AB,1,8/F
22765,barnd001,TOR201604240,8_1,PA,1,8/F
22764,barnd001,TOR201604240,8_1,LOB,0,8/F
22763,barnd001,TOR201604240,8_1,RLSP,0,8/F
22762,tholj001,TOR201604240,8_1,AB,1,S8/L
22761,tholj001,TOR201604240,8_1,PA,1,S8/L
22760,tholj001,TOR201604240,8_1,H,1,S8/L
22759,carre001,TOR201604240,8_1,PA,1,W.1-2
22758,carre001,TOR201604240,8_1,W,1,W.1-2
22757,donaj001,TOR201604240,8_1,AB,1,K
22756,donaj001,TOR201604240,8_1,K,1,K
22755,donaj001,TOR201604240,8_1,PA,1,K
22754,donaj001,TOR201604240,8_1,LOB,2,K
22753,donaj001,TOR201604240,8_1,RLSP,1,K
22752,bautj002,TOR201604240,8_1,AB,1,64(1)/FO/G
22751,bautj002,TOR201604240,8_1,PA,1,64(1)/FO/G
22750,bautj002,TOR201604240,8_1,LOB,2,64(1)/FO/G
22749,bautj002,TOR201604240,8_1,RLSP,1,64(1)/FO/G
22748,vogts001,TOR201604240,9_0,AB,1,9/F
22747,vogts001,TOR201604240,9_0,PA,1,9/F
22746,vogts001,TOR201604240,9_0,LOB,0,9/F
22745,vogts001,TOR201604240,9_0,RLSP,0,9/F
22744,davik003,TOR201604240,9_0,AB,1,63/G
22743,davik003,TOR201604240,9_0,PA,1,63/G
22742,davik003,TOR201604240,9_0,LOB,0,63/G
22741,davik003,TOR201604240,9_0,RLSP,0,63/G
22740,coghc001,TOR201604240,9_0,AB,1,K
22739,coghc001,TOR201604240,9_0,K,1,K
22738,coghc001,TOR201604240,9_0,PA,1,K
